Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Volvo,V40 T3 [152] Inscription 5dr Geartronic,2018,Hatchback,5,5,White,1.5,"3135,84","22,464",Petrol,37.2,Automatic,150,3,16-11-2021
Mazda,MX-5 2.0 [184] GT Sport Nav-Plus 2dr,2018,Convertible,2,2,Grey,2.0,"3519,84","16,8",Petrol,40.9,Manual,181,2,16-11-2021
Vauxhall,Combo 2300 1.5 Turbo D 100ps H1 Sportive Van,2020,n/a,n/a,n/a,White,1.5,"2239,84","15,744",n/a,43.5,Manual,101,1,16-11-2021
Volkswagen,T-Roc 1.5 TSI R-Line 2dr,2020,Convertible,2,4,White,1.5,"4639,84","8,704",Petrol,40.9,Manual,148,1,16-11-2021
MINI,Mini Countryman 1.5 Cooper Classic 5dr Auto,2020,Hatchback,5,5,White,1.5,"4095,84","13,005",Petrol,41.5,Automatic,134,1,16-11-2021
Land Rover,Discovery Sport 2.0 D180 R-Dynamic SE 5dr Auto,2020,Estate,5,7,Black,2.0,"7679,84","8,475",n/a,39.8,Automatic,178,1,16-11-2021
Seat,Leon 1.6 TDI SE Dynamic [EZ] 5dr DSG,2018,Hatchback,5,5,Orange,1.6,"2335,84","20,187",n/a,55.4,Automatic,114,1,16-11-2021
Nissan,Juke 1.6 [112] Tekna 5dr CVT [Bose],2018,Hatchback,5,5,Blue,1.6,"2559,84","17,995",Petrol,34.5,Automatic,111,1,16-11-2021
Ford,Kuga 1.5 TDCi Zetec [Nav] 5dr 2WD,2018,Hatchback,5,5,Blue,1.5,"2767,84","28,414",n/a,44.8,Manual,118,1,16-11-2021
Ford,Transit Custom 2.0 EcoBlue 170ps Low Roof Limited Van Auto,2020,n/a,n/a,5,Grey,2.0,"4479,84","6,571",n/a,44.1,Automatic,168,1,16-11-2021
BMW,X2 xDrive 18d M Sport X 5dr,2018,Hatchback,5,5,Bronze,2.0,"4255,84","19,546",n/a,50.4,Manual,148,2,16-11-2021
Vauxhall,Corsa 1.4 SRi Nav 5dr,2019,Hatchback,5,5,Silver,1.4,"1759,84","8,18",Petrol,44.8,Manual,89,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 ST-Line X Edition 5dr,2020,Hatchback,5,5,Black,1.0,"2815,84","10,866",Petrol,49.6,Manual,94,1,16-11-2021
Ford,Kuga 1.5 EcoBoost 150 ST-Line X Edition 5dr,2020,Hatchback,5,5,Red,1.5,"4639,84","10,695",Petrol,40.9,Manual,148,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Hybrid mHEV 155 ST-Line X Edition 5dr,2020,Hatchback,5,5,White,1.0,"2975,84","10,718",Petrol,52.3,Manual,153,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Hybrid mHEV 155 Titanium X 5dr,2020,Hatchback,5,5,Silver,1.0,"2879,84","4,66",Petrol,55.4,Manual,153,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Hybrid mHEV 155 Titanium X 5dr,2020,Hatchback,5,5,Grey,1.0,"2879,84","7,319",Petrol,55.4,Manual,153,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 ST-Line X Edition 5dr,2020,Hatchback,5,5,White,1.0,"2815,84","9,388",Petrol,49.6,Manual,94,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 ST-Line X Edition 5dr,2020,Hatchback,5,5,White,1.0,"2815,84","9,115",Petrol,49.6,Manual,94,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 ST-Line X Edition 5dr,2020,Hatchback,5,5,Black,1.0,"2815,84","10,139",Petrol,49.6,Manual,94,1,16-11-2021
Vauxhall,Corsa 1.4 SRi Nav 5dr,2019,Hatchback,5,5,White,1.4,"1759,84","9,801",Petrol,44.8,Manual,89,1,16-11-2021
Ford,Transit Custom 2.0 TDCi 105ps Low Roof Van,2018,n/a,n/a,3,White,2.0,"2879,84","18,399",n/a,45.6,Manual,103,1,16-11-2021
Ford,Transit Connect 1.5 EcoBlue 100ps Van,2018,n/a,n/a,n/a,White,1.5,"2239,84","22,342",n/a,39.8,Manual,99,1,16-11-2021
Porsche,Macan S 5dr PDK,2019,Estate,5,5,Brown,3.0,"8639,84","17,509",Petrol,25.7,Automatic,349,1,16-11-2021
Audi,Q2 30 TDI Technik 5dr,2020,Estate,5,5,White,1.6,"3359,84","22,04",n/a,49.6,Manual,114,1,16-11-2021
Honda,Civic 1.5 VTEC Turbo Sport 5dr,2018,Hatchback,5,5,White,1.5,"2975,84","17,842",Petrol,50.4,Manual,180,1,16-11-2021
Volkswagen,Tiguan 2.0 TDi 150 R-Line Tech 5dr,2019,Estate,5,5,Grey,2.0,"4799,84","16,923",n/a,37.2,Manual,148,1,16-11-2021
Kia,Sportage 1.6T GDi GT-Line 5dr,2018,Estate,5,5,White,1.6,"3199,84","24,042",Petrol,38.7,Manual,174,1,16-11-2021
Mercedes-Benz,E-Class E220d AMG Line 2dr 9G-Tronic,2018,Coupe,2,4,Black,1.9,"4799,84","20,912",n/a,70.6,Automatic,191,2,16-11-2021
Vauxhall,Corsa 1.4 SRi Nav 5dr,2019,Hatchback,5,5,Grey,1.4,"1727,84","13,262",Petrol,44.8,Manual,89,2,16-11-2021
Ford,Focus 1.5 EcoBlue 120 ST-Line X 5dr,2020,Hatchback,5,5,Black,1.5,"3775,84","5,207",n/a,58.9,Manual,118,2,16-11-2021
BMW,1 Series M140i Shadow Edition 5dr Step Auto,2019,Hatchback,5,5,Black,3.0,"4575,84","11,613",Petrol,39.8,Automatic,335,1,16-11-2021
Renault,Captur 1.5 dCi 90 GT Line 5dr,2019,Hatchback,5,5,Silver,1.5,"2335,84","19,086",n/a,67.3,Manual,88,2,16-11-2021
Volvo,V40 D2 [120] Momentum Nav Plus 5dr,2018,Hatchback,5,5,Red,2.0,"2559,84","14,392",n/a,49.6,Manual,118,1,16-11-2021
Skoda,Citigo 1.0 MPI GreenTech SE 3dr,2019,Hatchback,3,4,Red,1.0,"1279,84","13,444",Petrol,55.4,Manual,59,2,16-11-2021
Nissan,Juke 1.6 [112] Tekna 5dr CVT [Bose-Exterior-Plus Pack],2018,Hatchback,5,5,Red,1.6,"2559,84","22,621",Petrol,34.5,Automatic,111,1,16-11-2021
Audi,A3 40 TFSI e Sport 5dr S Tronic,2021,Hatchback,5,5,Black,1.4,"4959,84","4,235",Hybrid,1,Automatic,201,1,16-11-2021
Ford,Transit Courier 1.0 EcoBoost Limited Van [6 Speed],2021,n/a,n/a,2,Grey,1.0,"2655,84","2,95",Petrol,35.8,Manual,99,1,16-11-2021
Vauxhall,Mokka X 1.4T ecoTEC Elite Nav 5dr,2019,Hatchback,5,5,Grey,1.4,"2655,84","19,975",Petrol,39.2,Manual,138,1,16-11-2021
Audi,TT Roadster 1.8T FSI Sport 2dr S Tronic,2018,Convertible,2,2,Silver,1.8,"3839,84","28,771",Petrol,47.1,Automatic,178,1,16-11-2021
BMW,1 Series M140i Shadow Edition 5dr Step Auto,2019,Hatchback,5,5,Grey,3.0,"4639,84","7,166",Petrol,39.8,Automatic,335,1,16-11-2021
Seat,Leon 1.5 TSI EVO 150 FR [EZ] 5dr,2019,Hatchback,5,5,Blue,1.5,"2495,84","27,124",Petrol,48.7,Manual,148,1,16-11-2021
BMW,Z4 sDrive 20i M Sport 2dr Auto [Plus Pack],2020,Convertible,2,2,Black,2.0,"5759,84","7,524",Petrol,38.7,Automatic,194,2,16-11-2021
Volkswagen,Arteon 2.0 TSI SE 5dr DSG,2019,Saloon,5,5,Grey,2.0,"3839,84","19,62",Petrol,36.2,Automatic,188,2,16-11-2021
Nissan,Juke 1.6 [112] Tekna 5dr CVT [Bose],2018,Hatchback,5,5,White,1.6,"2607,84","10,287",Petrol,34.5,Automatic,111,1,16-11-2021
Citroen,C3 1.2 PureTech 83 Origins 5dr,2019,Hatchback,5,5,Grey,1.2,"1887,84","18,17",Petrol,51.4,Manual,82,1,16-11-2021
BMW,1 Series 118i [1.5] M Sport Shadow Edition 5dr,2018,Hatchback,5,5,White,1.5,"3199,84","12,517",Petrol,52.3,Manual,134,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost ST-Line X 5dr,2019,Hatchback,5,5,Silver,1.0,"2559,84","7,785",Petrol,47.9,Manual,99,1,16-11-2021
BMW,3 Series 320d xDrive MHT M Sport 4dr Step Auto,2020,Saloon,4,5,White,2.0,"5119,84","9,684",n/a,53.3,Automatic,188,1,16-11-2021
BMW,2 Series 225xe M Sport Premium 5dr Auto,2019,Hatchback,5,5,Grey,1.5,"3679,84","29,7",Hybrid,113,Automatic,221,1,16-11-2021
Ford,Transit Courier 1.5 TDCi Trend Van [6 Speed],2020,n/a,n/a,9,Silver,1.5,"2399,84","7,905",n/a,39.2,Manual,74,1,16-11-2021
BMW,Z4 sDrive M40i 2dr Auto,2019,Convertible,2,2,Blue,3.0,"6399,84","14,606",Petrol,33.2,Automatic,335,2,16-11-2021
Fiat,500 1.0 Mild Hybrid Launch Edition 3dr,2020,Hatchback,3,4,Green,1.0,"1919,84","6,447",Petrol,53.3,Manual,68,1,16-11-2021
Kia,Sorento 2.2 CRDi GT-Line S 5dr Auto,2019,Estate,5,7,Grey,2.2,"5599,84","26,394",n/a,37.7,Automatic,197,2,16-11-2021
BMW,X3 xDrive20d M Sport 5dr Step Auto,2019,Estate,5,5,Black,2.0,"5855,84","11,292",n/a,54.3,Automatic,188,2,16-11-2021
MINI,Mini Countryman 2.0 Cooper S 5dr [Nav-Plus Pack],2019,Hatchback,5,5,Silver,2.0,"3519,84","22,944",Petrol,38.2,Manual,189,2,16-11-2021
Volkswagen,Golf 2.0 TDI 200 GTD 5dr DSG,2021,Hatchback,5,5,Grey,2.0,"5439,84","8,48",n/a,54.3,Automatic,197,1,16-11-2021
Ford,Transit Custom 2.0 EcoBlue 170ps Low Roof Limited Van Auto,2020,n/a,n/a,5,Grey,2.0,"4575,84","9,118",n/a,44.1,Automatic,168,1,16-11-2021
Audi,A3 40 TFSI e Sport 5dr S Tronic,2021,Hatchback,5,5,Black,1.4,"4959,84","9,73",Hybrid,1,Automatic,201,1,16-11-2021
Honda,Civic 1.5 VTEC Turbo Prestige 5dr CVT,2018,Hatchback,5,5,Red,1.5,"3519,84","10,307",Petrol,47.1,Automatic,180,1,16-11-2021
Skoda,Fabia 1.0 MPI 75 SE 5dr,2019,Hatchback,5,5,White,1.0,"1727,84","13,629",Petrol,49.6,Manual,74,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 ST-Line Edition 5dr,2020,Hatchback,5,5,White,1.0,"2655,84","9,248",Petrol,54.3,Manual,94,1,16-11-2021
Toyota,Yaris 1.6 3dr AWD,2021,Hatchback,3,4,White,1.6,"5599,84",294,Petrol,34.5,Manual,257,n/a,16-11-2021
BMW,2 Series M240i 2dr [Nav] Step Auto,2019,Coupe,2,4,White,3.0,"4479,84","29,055",Petrol,39.8,Automatic,335,2,16-11-2021
Audi,A3 1.5 TFSI Black Edition 5dr,2018,Hatchback,5,5,White,1.5,"3519,84","21,103",Petrol,54.3,Manual,148,2,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr,2019,Hatchback,5,5,White,1.0,"2879,84","13,606",Petrol,43.5,Manual,123,1,16-11-2021
Mercedes-Benz,GLC-Class GLC 250 4Matic AMG Line Premium 5dr 9G-Tronic,2019,Estate,5,5,Grey,2.0,"6399,84","18,692",Petrol,43.5,Automatic,208,1,16-11-2021
BMW,X3 xDrive30d M Sport 5dr Step Auto,2018,Estate,5,5,Grey,3.0,"5599,84","23,373",n/a,48.7,Automatic,261,1,16-11-2021
Nissan,Juke 1.6 [112] Tekna 5dr CVT [Bose],2018,Hatchback,5,5,Red,1.6,"2655,84","9,072",Petrol,34.5,Automatic,111,1,16-11-2021
Vauxhall,Combo 2000 1.5 Turbo D 75ps H1 Sportive Van,2019,n/a,n/a,n/a,Grey,1.5,"2079,84","24,232",n/a,36.2,Manual,75,1,16-11-2021
Ford,Transit Custom 2.0 EcoBlue 170ps Low Roof Limited Van,2020,n/a,n/a,5,Grey,2.0,"4159,84","12,363",n/a,47.1,Manual,168,1,16-11-2021
Ford,Transit Custom 2.0 EcoBlue 170ps Low Roof Limited Van Auto,2020,n/a,n/a,5,Grey,2.0,"4479,84","8,369",n/a,44.1,Automatic,168,1,16-11-2021
Volkswagen,Golf 1.5 TSI EVO 150 GT 5dr,2017,Hatchback,5,5,Red,1.5,"2719,84","21,025",Petrol,55.4,Manual,148,2,16-11-2021
Audi,A3 2.0 TDI Black Edition 5dr,2017,Hatchback,5,5,White,2.0,"3199,84","31,551",n/a,65.7,Manual,148,2,16-11-2021
Dacia,Duster 1.3 TCe 130 Comfort 5dr,2019,Hatchback,5,5,Orange,1.3,"2399,84","12,29",Petrol,47,Manual,130,1,16-11-2021
Vauxhall,Vivaro 2900 1.5d 100PS Sportive H1 Van,2019,n/a,n/a,n/a,White,1.5,"2815,84","31,837",n/a,38.2,Manual,101,1,16-11-2021
Ford,Transit Connect 1.5 EcoBlue 120ps Limited Van Powershift,2021,n/a,n/a,n/a,Black,1.5,"3935,84","9,55",n/a,47.1,Automatic,118,1,16-11-2021
Fiat,500 STAR,2019,Hatchback,3,4,Pink,1.2,"1679,84","17,27",Petrol,51.4,Manual,68,1,16-11-2021
Mercedes-Benz,GLC-Class GLC 220 D 4MATIC AMG LINE PREMIUM,2020,Coupe,4,5,Black,1.9,"6959,84","13,806",n/a,43.5,Automatic,191,2,16-11-2021
Fiat,500X CROSS PLUS,2018,Hatchback,5,5,Red,1.0,"2399,84","11,303",Petrol,39.2,Manual,118,2,16-11-2021
Hyundai,i10 SE,2014,Hatchback,5,5,Silver,1.0,"879,84","14,878",Petrol,60.1,Manual,65,4,16-11-2021
Dacia,Sandero COMFORT TCE,2018,Hatchback,5,5,Blue,0.9,"1519,84","20,355",Petrol,53.3,Manual,90,1,16-11-2021
Dacia,Duster 1.0 TCe 100 Comfort 5dr,2019,Hatchback,5,5,Blue,1.0,2440,"14,914",Petrol,41.5,Manual,99,2,16-11-2021
Volvo,V40 D2 Cross Country Lux 5dr Powershift,2014,Hatchback,5,5,Bronze,1.6,1920,"21,838",n/a,68.9,Manual,113,3,16-11-2021
Kia,Picanto 1.25 GT-line 5dr,2019,Hatchback,5,5,White,1.2,1840,"18,233",Petrol,47.9,Manual,83,1,16-11-2021
Hyundai,i10 1.0 Play 5dr,2019,Hatchback,5,5,White,1.0,1800,"5,786",Petrol,49.6,Manual,65,1,16-11-2021
BMW,3 Series 335d xDrive M Sport 4dr Step Auto,2016,Saloon,4,5,White,3.0,3600,"38,7",n/a,51.4,Manual,308,2,16-11-2021
Hyundai,i30 1.4 Blue Drive SE Nav 5dr,2016,Hatchback,5,5,Silver,1.4,1600,"21,302",Petrol,48.7,Manual,99,2,16-11-2021
Volkswagen,Transporter 2.0 TDI 102PS Trendline Kombi Van,2013,n/a,n/a,6,White,2.0,3360,"88,3",n/a,38.7,Manual,101,2,16-11-2021
Hyundai,i20 1.2 S 5dr,2017,Hatchback,5,5,White,1.2,1440,"19,92",Petrol,55.4,Manual,74,2,16-11-2021
Hyundai,Tucson 1.6 TGDi 177 SE Nav 5dr 2WD,2019,Estate,5,5,Grey,1.6,3280,"16,267",Petrol,35.3,Manual,174,1,16-11-2021
Hyundai,i30 N 2.0T GDI N Performance 5dr,2018,Hatchback,5,5,Blue,2.0,3920,"27,642",Petrol,34,Manual,271,1,16-11-2021
Ford,Transit Custom 290 LIMITED LR P/V,2017,n/a,n/a,3,Blue,2.0,2880,"47,381",n/a,42.8,Manual,168,1,16-11-2021
Audi,A3 SPORTBACK TFSI SE TECHNIK,2020,Hatchback,5,5,Silver,1.0,"3359,84","5,197",Petrol,49.6,Manual,114,1,16-11-2021
Vauxhall,Astra 1.6 CDTi 16V ecoTEC Design 5dr,2017,Estate,5,5,Silver,1.6,"1199,84","93,968",n/a,83.1,Manual,108,2,16-11-2021
Ford,Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,2018,Hatchback,5,5,White,1.0,"2319,84","14,763",Petrol,57.7,Manual,138,1,16-11-2021
Peugeot,5008 BLUEHDI S/S GT,2019,MPV,5,7,White,2.0,"5479,84","16,16",n/a,47.1,Automatic,180,1,16-11-2021
Volvo,XC60 B5,2020,Estate,5,5,Black,2.0,"7487,84","4,678",Hybrid,36.2,Automatic,247,1,16-11-2021
Audi,A6 Saloon TFSI SE,2010,Saloon,4,5,Silver,2.0,"1199,2",75,Petrol,37.7,Manual,168,4,16-11-2021
Renault,Captur DYNAMIQUE MEDIANAV ENERGY DCI S/S,2015,Hatchback,5,5,Grey,1.5,"1199,2",79,Diesel,76.4,Manual,90,2,16-11-2021
Renault,Twingo DYNAMIQUE,2013,Hatchback,3,4,Silver,1.1,"639,84",43,Petrol,55.4,Manual,75,5,16-11-2021
Ford,Ka ZETEC,2010,Hatchback,3,4,Silver,1.2,520,54,Petrol,55.4,Manual,68,3,16-11-2021
Audi,TT Coupe TDI QUATTRO BLACK EDITION,2013,Coupe,2,4,White,2.0,"2399,84",50,Diesel,53.3,Manual,168,2,16-11-2021
Volkswagen,Golf SE TDI BLUEMOTION TECHNOLOGY,2012,Convertible,2,4,Black,2.0,"1119,84",86,Diesel,62.8,Manual,138,3,16-11-2021
Citroen,DS3 DSPORT HDI,2010,Hatchback,3,5,Grey,1.6,520,105,Diesel,62.8,Manual,110,5,16-11-2021
Citroen,C4 Picasso E-HDI AIRDREAM EXCLUSIVE PLUS,2014,MPV,5,5,White,1.6,"1359,2",51,Diesel,70.6,Manual,113,2,16-11-2021
MINI,Mini COOPER,2011,Coupe,2,2,Red,1.6,"1119,84",35,Petrol,52.3,Manual,120,2,16-11-2021
Vauxhall,ADAM ROCKS AIR,2014,Hatchback,3,4,White,1.4,"1439,84",16,Petrol,53.3,Manual,85,2,16-11-2021
Skoda,Yeti ELEGANCE TSI 4WD,2013,Hatchback,5,5,Green,1.8,"1919,84",35,Petrol,35.3,Manual,160,2,16-11-2021
Audi,A1 SPORTBACK TFSI SPORT,2017,Hatchback,5,5,White,1.0,"2399,84",27,Petrol,67.3,Manual,93,1,16-11-2021
Kia,Sportage CRDI 3 ISG,2016,Estate,5,5,White,1.7,"2719,84",51,Diesel,61.4,Manual,114,2,16-11-2021
Volvo,V50 DRIVE SE LUX S/S,2011,Estate,5,5,White,1.6,1480,41,Diesel,74.3,Manual,113,1,16-11-2021
Mazda,Mazda2 1.5 GT Sport Nav+ 5dr,2018,Hatchback,5,5,Grey,1.5,"2078,4","29,289",Petrol,49.6,Manual,89,1,16-11-2021
Volvo,XC40 T4 FWD R-Design Pro Automatic,2020,Hatchback,5,5,Grey,2.0,"5887,84","9,421",Petrol,33.6,Automatic,188,1,16-11-2021
Land Rover,Range Rover 4.4 SDV8 AUTOBIOGRAPHY 4DR AUTO,2015,Estate,5,5,Grey,4.4,6800,"68,288",n/a,32.5,Manual,339,2,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Silver,1.1,"1839,84","23,853",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec Navigation 5dr,2018,Hatchback,5,5,Blue,1.0,"1999,84","10,152",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","22,326",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Kuga 2.0 TDCi ST-Line Edition 5dr 2WD,2019,Hatchback,5,5,Brown,2.0,"3839,84","16,556",n/a,39.2,Manual,148,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","20,615",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec Navigation 5dr,2018,Hatchback,5,5,Blue,1.0,"1839,84","29,515",Petrol,49.6,Manual,99,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line [X Pack] 5dr,2020,Hatchback,5,5,Red,1.0,"3279,84","6,45",Petrol,47.1,Manual,123,1,16-11-2021
Mercedes-Benz,GLA-Class GLA 200 D SPORT,2018,Estate,5,5,White,2.1,"3279,84","24,423",n/a,67.3,Manual,134,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 3dr,2019,Hatchback,3,5,Blue,1.1,"1999,84","7,953",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Silver,1.1,"1839,84","20,622",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost ST-Line 5dr,2020,Hatchback,5,5,White,1.0,"3679,84","5,056",Petrol,48.7,Manual,123,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,White,1.1,"1839,84","24,689",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Titanium 5dr,2018,Hatchback,5,5,Red,1.0,"2239,84","9,016",Petrol,49.6,Manual,123,1,16-11-2021
Vauxhall,GTC 1.4T 16V 140 Limited Edition 3dr,2017,Coupe,3,5,Red,1.4,"1599,84","34,163",Petrol,47.1,Manual,118,2,16-11-2021
Ford,Focus 1.6 TDCi 115 Titanium X 5dr,2013,Hatchback,5,5,Red,1.6,"1279,84","48,19",n/a,67.3,Manual,113,2,16-11-2021
Peugeot,Partner BLUEHDI PROFESSIONAL L1,2019,n/a,n/a,n/a,Black,1.5,"2559,2","36,117",n/a,38.2,Manual,129,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2019,Hatchback,5,5,Black,1.1,"2239,84","13,645",Petrol,48.7,Manual,84,1,16-11-2021
Volkswagen,Polo 1.0 TSI 95 SE 5dr,2018,Hatchback,5,5,Silver,1.0,"2319,84","28,496",Petrol,52.3,Manual,94,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2019,Hatchback,5,5,Silver,1.1,"2239,84","14,881",Petrol,48.7,Manual,84,1,16-11-2021
Volkswagen,Polo SE TDI BLUEMOTION,2016,Hatchback,5,5,Black,1.4,"1599,84","36,401",n/a,83.1,Manual,74,2,16-11-2021
Land Rover,Range Rover Evoque 2.0 TD4 SE Tech 5dr,2016,Hatchback,5,5,Grey,2.0,"3759,84","48,714",n/a,58.9,Manual,178,2,16-11-2021
Jaguar,F-PACE 2.0d R-Sport 5dr Auto AWD,2019,Estate,5,5,Silver,2.0,"5744,64","11,684",n/a,42.2,Automatic,178,1,16-11-2021
Peugeot,508 BLUEHDI S/S GT LINE,2020,Saloon,5,5,Grey,1.5,"3263,2","12,391",n/a,61.4,Manual,129,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2019,Hatchback,5,5,White,1.1,"1759,84","24,281",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Transit 350 LEADER P/V ECOBLUE,2021,n/a,n/a,4,White,2.0,4080,"9,975",n/a,43.5,Manual,128,1,16-11-2021
Mazda,CX-30 2.0 Skyactiv-X MHEV SE-L 5dr,2020,Hatchback,5,5,Grey,2.0,"3678,4","1,169",Petrol,47.9,Manual,177,n/a,16-11-2021
Mazda,CX-30 2.0 Skyactiv-X MHEV SE-L Lux 5dr,2020,Hatchback,5,5,Black,2.0,"3678,4","1,776",Petrol,47.9,Manual,177,n/a,16-11-2021
Volvo,XC40 T4 AWD Inscription Pro Automatic,2019,Hatchback,5,5,Grey,2.0,"6079,84","7,9",Petrol,32.8,Automatic,188,1,16-11-2021
Hyundai,i10 1.0 GO SE 5DR,2019,Hatchback,5,5,White,1.0,1520,"23,21",Petrol,50.4,Manual,65,1,16-11-2021
Hyundai,i10 1.0,2018,Hatchback,5,5,Grey,1.0,1384,"13,515",Petrol,53.3,Manual,99,1,16-11-2021
Hyundai,i20 1.2 MPI SE 5DR,2019,Hatchback,5,5,Red,1.2,2000,"17,975",Petrol,46.3,Manual,83,1,16-11-2021
Audi,A7 3.0 TDI QUATTRO BLACK EDITION 5DR S TRONIC,2017,Hatchback,5,5,White,3.0,4240,"50,65",n/a,52.3,Manual,215,2,16-11-2021
Vauxhall,Insignia Grand Sport 1.5 Turbo D Ultimate Nav 5dr,2020,Hatchback,5,5,Red,1.5,"3599,84","3,33",n/a,60.1,Manual,121,1,16-11-2021
Vauxhall,Corsa 1.2 SE 5dr,2020,Hatchback,5,5,Red,1.2,"2399,84","6,87",Petrol,53.3,Manual,74,1,16-11-2021
Vauxhall,Corsa 1.2 SE 5dr,2020,Hatchback,5,5,White,1.2,"2399,84","4,282",Petrol,53.3,Manual,74,1,16-11-2021
Ford,Focus 1.5 TDCi 120 Titanium 5dr,2015,Hatchback,5,5,Black,1.5,"1759,84","54,381",n/a,74.3,Manual,118,2,16-11-2021
Mercedes-Benz,C-Class C220d AMG Line 4dr Auto,2017,Saloon,4,5,Silver,2.1,"3519,84",48,n/a,64.2,Automatic,170,3,16-11-2021
Mazda,CX-5 2.2d Sport Nav+ 5dr [Safety Pack],2020,Estate,5,5,Grey,2.2,"4878,4","4,299",n/a,49.6,Manual,148,1,16-11-2021
Audi,Q5 2.0 TDI Quattro S Line 5dr S Tronic,2017,Estate,5,5,Black,2.0,"4399,84","72,518",n/a,55.4,Automatic,188,1,16-11-2021
Vauxhall,Meriva 1.7 CDTi 16V [130] Exclusiv 5dr,2011,MPV,5,5,Brown,1.7,"559,84","77,024",n/a,54.3,Manual,128,3,16-11-2021
Citroen,C3 1.2 PureTech 82 Flair 5dr,2018,Hatchback,5,5,Black,1.2,"1999,84","16,709",Petrol,60.1,Manual,80,2,16-11-2021
Peugeot,Partner BLUE HDI PROFESSIONAL L1,2017,n/a,n/a,3,White,1.6,1800,"38,114",n/a,65.7,Manual,100,1,16-11-2021
Mercedes-Benz,C-Class C 220 D NIGHTFALL EDITION,2018,Estate,5,5,Black,2.1,"3919,84","37,736",n/a,60.1,Automatic,170,1,16-11-2021
Volvo,XC60 2.0 T5 [250] Inscription Pro 5dr AWD Geartronic,2018,Estate,5,5,Gold,2.0,"6239,84","25,892",Petrol,30.1,Automatic,246,1,16-11-2021
Mitsubishi,Outlander 2.0 PHEV GX5hs 5dr Auto,2018,Estate,5,5,Red,2.0,"3919,84","51,026",Hybrid,166.1,Manual,200,1,16-11-2021
Mitsubishi,Outlander 2.0 PHEV 4hs 5dr Auto,2017,Estate,5,5,Black,2.0,"3679,84","40,566",Hybrid,156,Manual,200,1,16-11-2021
Ford,Focus 2.3 EcoBoost ST 5dr,2019,Hatchback,5,5,Grey,2.3,"4319,84","30,121",Petrol,34.5,Manual,276,1,16-11-2021
Peugeot,2008 Crossover 1.2 PureTech Allure 5dr ETG,2016,Hatchback,5,5,White,1.2,"1839,84","24,74",Petrol,64.2,Automatic,82,3,16-11-2021
Fiat,500 LOUNGE,2020,Hatchback,3,4,Red,1.0,"1639,84","10,112",Petrol,53.3,Manual,68,1,16-11-2021
Fiat,500 POP,2019,Hatchback,3,4,Grey,1.2,"1359,84","4,046",Petrol,46.3,Manual,68,1,16-11-2021
Ford,Fiesta 1.5 TDCi Zetec 5dr,2014,Hatchback,5,5,Blue,1.5,"1039,84","71,327",n/a,76.4,Manual,74,2,16-11-2021
Ford,Kuga 1.5 Ecoboost Titanium 5Dr 2WD Estate,2018,Hatchback,5,5,White,1.5,"3039,84","31,113",Petrol,45.6,Manual,148,1,16-11-2021
Nissan,Qashqai 1.3 DiG-T 160 N-Motion 5dr,2019,Hatchback,5,5,White,1.3,"3519,84","23,342",Petrol,39.2,Manual,158,2,16-11-2021
