Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Skoda,Superb 2.0 TDI CR Sport Line 5dr,2018,Hatchback,5,5,Grey,2.0,"3359,84","31,436",n/a,65.7,Manual,148,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","27,76",Petrol,48.7,Manual,84,1,16-11-2021
Peugeot,208 PURETECH S/S GT LINE,2017,Hatchback,5,5,Black,1.2,"1679,2","24,873",Petrol,65.7,Manual,110,3,16-11-2021
Peugeot,3008 SUV THP S/S GT LINE PREMIUM,2018,Hatchback,5,5,Grey,1.6,4160,"16,374",Petrol,48.7,Automatic,165,2,16-11-2021
Peugeot,2008 SUV BLUEHDI ALLURE PREMIUM,2019,Hatchback,5,5,Grey,1.5,"2447,2","29,783",n/a,67.3,Manual,101,1,16-11-2021
Hyundai,ix20 1.4 BLUE DRIVE SE 5DR,2018,Hatchback,5,5,White,1.4,1680,"33,003",Petrol,50.4,Manual,89,1,16-11-2021
Nissan,Micra 0.9 IG-T ACENTA LIMITED EDITION 5DR,2018,Hatchback,5,5,White,0.9,1920,"20,387",Petrol,51.4,Manual,88,1,16-11-2021
Hyundai,i20 1.0 T-GDI PLAY 5DR,2019,Hatchback,5,5,White,1.0,2400,"15,473",Petrol,47.9,Manual,99,1,16-11-2021
Mercedes-Benz,CLA CLA 180 AMG LINE 4DR,2018,Coupe,4,5,Silver,1.6,3520,"32,357",Petrol,51.4,Manual,121,1,16-11-2021
Hyundai,Tucson 1.6 TGDI GO SE 5DR 2WD,2018,Estate,5,5,Grey,1.6,3160,"29,07",Petrol,38.7,Manual,175,1,16-11-2021
Ford,Fiesta 1.5 TDCI ZETEC 5DR,2014,Hatchback,5,5,White,1.5,1200,"47,694",n/a,76.4,Manual,74,3,16-11-2021
Hyundai,Kona 1.0T GDI BLUE DRIVE SE 5DR,2018,Hatchback,5,5,Blue,1.0,2560,"12,607",Petrol,44.1,Manual,118,1,16-11-2021
Audi,A1 1.4 TFSI SPORT 5DR,2015,Hatchback,5,5,White,1.4,1920,"49,755",Petrol,55.4,Manual,123,2,16-11-2021
Hyundai,i10 1.0 SE 5DR,2017,Hatchback,5,5,Blue,1.0,1384,"14,391",Petrol,60.1,Manual,65,1,16-11-2021
Hyundai,i20 1.0 T-GDI,2019,Hatchback,5,5,Blue,1.0,2400,"11,274",Petrol,47.9,Manual,99,1,16-11-2021
Hyundai,i10 1.0 SE 5DR,2019,Hatchback,5,5,Red,1.0,1440,"14,106",Petrol,50.4,Manual,65,1,16-11-2021
Hyundai,ix20 1.6 SE 5DR AUTO,2019,Hatchback,5,5,Red,1.6,2160,"10,001",Petrol,34.5,Manual,123,1,16-11-2021
Hyundai,i20 1.2 MPI SE 5DR,2018,Hatchback,5,5,White,1.2,2080,"12,575",Petrol,46.3,Manual,83,1,16-11-2021
Hyundai,ix20 1.4 BLUE DRIVE SE 5DR,2015,Hatchback,5,5,White,1.4,1440,"37,026",Petrol,50.4,Manual,89,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec Navigation 5dr,2019,Hatchback,5,5,White,1.0,"2239,84","12,908",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line Navigation 5dr,2019,Hatchback,5,5,Grey,1.0,"2639,84","17,182",Petrol,47.9,Manual,123,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec Navigation 5dr,2019,Hatchback,5,5,Blue,1.0,"2239,84","4,427",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Active 1 Navigation 5dr,2019,Hatchback,5,5,Black,1.0,"2159,84","27,466",Petrol,47.1,Manual,99,1,16-11-2021
Vauxhall,Astra 1.6 CDTi 16V ecoTEC Design 5dr,2017,Estate,5,5,Silver,1.6,"1279,84","79,844",n/a,83.1,Manual,108,2,16-11-2021
Volvo,V60 D4 R-Design Plus Automatic,2020,Estate,5,5,Blue,2.0,"5247,84","7,3",n/a,46.3,Automatic,188,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost Titanium 5dr,2017,Hatchback,5,5,White,1.0,"1919,84","38,664",Petrol,65.7,Manual,99,1,16-11-2021
Vauxhall,Mokka X 1.4T ecoTEC Design Nav 5dr,2018,Hatchback,5,5,White,1.4,"2239,84","33,644",Petrol,39.2,Manual,138,1,16-11-2021
Vauxhall,Mokka X 1.4T ecoTEC Design Nav 5dr,2018,Hatchback,5,5,Silver,1.4,"2239,84","34,445",Petrol,39.2,Manual,138,1,16-11-2021
Volvo,V90 D4 Momentum Automatic,2018,Estate,5,5,Grey,2.0,"3807,84","20,7",n/a,134.5,Automatic,337,1,16-11-2021
Ford,Transit Custom Active 320S DCIV Double Cab 2.0 170PS Auto,2021,n/a,n/a,5,Silver,2.0,5120,"8,861",n/a,32.1,Automatic,168,1,16-11-2021
Ford,Transit Custom Trend 300 L2 H2 2.0 Diesel 130PS,2019,n/a,n/a,3,Grey,2.0,3360,"36,796",n/a,44.1,Manual,128,1,16-11-2021
Hyundai,Kona 1.0T GDI BLUE DRIVE PREMIUM 5DR,2020,Hatchback,5,5,Red,1.0,3000,"9,96",Petrol,44.1,Manual,118,1,16-11-2021
Hyundai,i10 1.0 BLUE DRIVE SE 5DR,2016,Hatchback,5,5,Blue,1.0,1200,"11,358",Petrol,61.4,Manual,65,2,16-11-2021
Seat,Mii 1.0 75 FR LINE 5DR,2017,Hatchback,5,4,Blue,1.0,1360,"13,853",Petrol,61.4,Manual,74,2,16-11-2021
Hyundai,i20 1.0T GDI TURBO EDITION 5DR,2016,Hatchback,5,5,Grey,1.0,1360,"50,331",Petrol,62.8,Manual,99,1,16-11-2021
Nissan,X-Trail 1.6 DCI N-TEC 5DR 4WD [7 SEAT],2016,Estate,5,7,White,1.6,2400,"71,39",n/a,52.3,Manual,130,2,16-11-2021
Hyundai,Kona 1.0T GDI BLUE DRIVE SE 5DR,2018,Hatchback,5,5,Red,1.0,2560,"7,012",Petrol,44.1,Manual,118,1,16-11-2021
Skoda,Karoq 1.0 TSI SE Nav Plus 5dr,2018,Hatchback,5,5,Blue,1.0,"3039,84","18,765",Petrol,44.8,Manual,114,2,16-11-2021
Toyota,Yaris 1.5 Hybrid Y20 5dr CVT [Bi-tone],2020,Hatchback,5,5,Grey,1.5,"2879,84","7,76",Hybrid,60.1,Automatic,99,2,16-11-2021
Volvo,XC40 T5 AWD R-Design Automatic,2019,Hatchback,5,5,Black,2.0,"5567,84","9,6",Petrol,31,Automatic,244,1,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S GT LINE,2018,Hatchback,5,5,Red,1.6,3120,"46,083",n/a,70.6,Manual,120,1,16-11-2021
BMW,i3 125kW 42kWh 5dr Auto,2020,Hatchback,5,4,White,n/a,"4088,16","6,22",n/a,1,Automatic,168,1,16-11-2021
Vauxhall,Grandland X 1.5 Turbo D SE 5dr,2018,Hatchback,5,5,Grey,1.5,"2239,84","53,766",n/a,56.5,Manual,128,2,16-11-2021
DS,DS 3 PURETECH CONNECTED CHIC S/S,2017,Hatchback,3,5,Black,1.2,"1567,84","19,749",Petrol,65.7,Manual,109,2,16-11-2021
Vauxhall,Viva SL,2016,Hatchback,5,5,White,1.0,"1039,84","29,196",Petrol,62.8,Manual,74,3,16-11-2021
Vauxhall,Corsa 1.2 Turbo Elite Nav Premium 5dr Auto,2020,Hatchback,5,5,Blue,1.2,"2879,84",967,Petrol,48.7,Automatic,99,n/a,16-11-2021
Audi,A1 1.4 TFSI Sport 5dr,2016,Hatchback,5,5,White,1.4,"2319,84","38,115",Petrol,55.4,Manual,123,2,16-11-2021
Vauxhall,Mokka 1.6i Exclusiv 5dr,2015,Hatchback,5,5,Black,1.6,"1599,84","48,95",Petrol,43.5,Manual,113,2,16-11-2021
Seat,Leon 2.0 TSI Cupra 280 3dr DSG,2015,Hatchback,3,5,Red,2.0,"2879,84","34,452",Petrol,42.2,Automatic,276,2,16-11-2021
Volvo,V40 T2 ES NAV,2016,Hatchback,5,5,Blue,2.0,"1887,84","36,215",Petrol,51.4,Manual,120,1,16-11-2021
Volvo,V60 B5 AWD,2021,Estate,5,5,n/a,2.0,"6143,84",100,n/a,37.7,Automatic,247,n/a,16-11-2021
Volvo,XC40 T3 FWD R-Design Automatic,2021,n/a,n/a,n/a,n/a,n/a,"5887,84",100,Petrol,n/a,Automatic,161,n/a,16-11-2021
Volvo,XC40 B4 AWD Momentum Auto,2021,Hatchback,n/a,n/a,Red,n/a,"6207,84",100,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,XC60 Recharge T8 Plug-in hybrid AWD R-Design Pro Automatic,2021,Estate,n/a,n/a,Black,n/a,"9087,84",100,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,V40 D2 R-Design Nav Plus,2016,Hatchback,5,5,Black,2.0,"2287,84","30,01",n/a,83.1,Manual,118,3,16-11-2021
Volvo,S90 D4 R-Design Automatic,2018,Saloon,4,5,Grey,2.0,"3967,84","23,043",n/a,64.2,Automatic,188,2,16-11-2021
Volvo,V40 D2 R-Design,2016,Hatchback,5,5,Black,2.0,"2127,84","57,181",n/a,78.5,Manual,118,2,16-11-2021
Volvo,V40 T2 Inscription Manual,2018,Hatchback,5,5,Black,2.0,"3007,84","19,9",Petrol,39.8,Manual,121,1,16-11-2021
Volvo,V60 B4 Momentum Auto,2021,Estate,n/a,n/a,Grey,n/a,"5727,84",100,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,V60 B5 AWD Cross Country Automatic,2021,Estate,5,5,Silver,2.0,"6367,84",100,n/a,37.7,Automatic,247,n/a,16-11-2021
Volvo,XC90 B5 AWD,2021,Estate,5,7,Grey,2.0,"9407,84",100,n/a,42.2,Automatic,231,n/a,16-11-2021
MINI,Mini 2.0 Cooper S Sport II 5dr Auto,2019,Hatchback,5,5,Grey,2.0,"3679,84","31,815",Petrol,41.5,Automatic,189,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr,2019,Hatchback,5,5,Blue,1.0,"3119,84","7,485",Petrol,43.5,Manual,123,1,16-11-2021
Ford,Puma 1.0 EcoBoost Hybrid mHEV ST-Line 5dr,2020,Hatchback,5,5,White,1.0,"3839,84","4,166",Petrol,51.4,Manual,123,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost Titanium 5dr,2020,Hatchback,5,5,Blue,1.0,"3599,84","8,591",Petrol,48.7,Manual,123,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost ST-Line 5dr,2018,Hatchback,5,5,Blue,1.0,"2879,84","2,759",Petrol,43.5,Manual,99,1,16-11-2021
BMW,1 Series 118d SE 5dr [Nav/Servotronic],2018,Hatchback,5,5,White,2.0,"2559,84","23,94",n/a,52.3,Manual,147,1,16-11-2021
Peugeot,508 PURETECH S/S GT LINE,2019,Saloon,5,5,Grey,1.6,"3487,2","11,043",Petrol,44.1,Automatic,178,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 2.0 213PS 10 Speed Auto,2019,Pick Up,n/a,n/a,Black,2.0,5040,"34,272",n/a,26.4,Automatic,209,1,16-11-2021
Toyota,Hi-Lux Invincible 4WD D-4D DCB,2019,Pick Up,n/a,5,White,n/a,4480,"21,495",n/a,40.4,Manual,147,1,16-11-2021
Renault,Trafic Sport Energy LL29 dCi 120PS,2016,n/a,n/a,3,Black,1.6,2400,"50,142",n/a,47.9,Manual,120,2,16-11-2021
Volkswagen,Transporter T28 SWB Diesel 2.0 TDi BMT,2019,n/a,n/a,3,Black,2.0,"4799,84","9,9",n/a,47.9,Manual,101,1,16-11-2021
Ford,Transit Courier Limited 1.5 TDCi 100ps,2021,n/a,n/a,9,Blue,1.5,2720,100,n/a,36.7,Manual,99,n/a,16-11-2021
Ford,Transit Custom Limited 300 L2 H1 2.0 130ps,2020,n/a,n/a,n/a,Silver,2.0,4040,"14,856",n/a,43.5,Manual,128,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 2.0 213PS 10 Speed Auto,2020,Pick Up,n/a,n/a,Grey,2.0,5200,"16,414",n/a,26.4,Automatic,209,1,16-11-2021
Volkswagen,Transporter T32 TDI Kombi Highline BMT 204PS DSG,2019,n/a,n/a,5,Grey,2.0,"4639,84","65,493",n/a,47.1,Automatic,148,2,16-11-2021
Ford,Transit 350 L2 1 Way Tipper 2.0 130PS RWD,2016,n/a,n/a,3,White,2.0,3760,"21,94",n/a,38.2,Manual,129,2,16-11-2021
Volkswagen,Transporter T28 SWB Highline 2.0 TDi 102PS,2019,n/a,n/a,5,Grey,2.0,4720,"18,7",n/a,39.2,Manual,101,1,16-11-2021
Citroen,Berlingo 1000 Driver M Blue HDI S/S,2020,n/a,n/a,n/a,White,1.6,2560,"15,21",n/a,67.3,Manual,98,1,16-11-2021
Citroen,Berlingo 1000 Driver M Blue HDI S/S,2020,n/a,n/a,n/a,White,1.6,"2559,84","16,7",n/a,67.3,Manual,98,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 2.0 213PS  10 Speed Auto,2020,Pick Up,n/a,n/a,White,2.0,4720,"28,272",n/a,26.4,Automatic,209,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 3.2 TDCI Auto 200PS,2015,Pick Up,n/a,5,Silver,3.2,3640,"22,166",n/a,26.7,Automatic,197,1,16-11-2021
Mazda,Mazda2 1.5 Skyactiv G 75 SE-L Nav 5dr,2020,Hatchback,5,5,White,1.5,"2078,4","3,366",Petrol,53.3,Manual,74,1,16-11-2021
Mazda,Mazda3 2.0 Skyactiv G MHEV GT Sport Tech 5dr,2019,Hatchback,5,5,Red,2.0,"3518,4",145,Petrol,44.8,Manual,121,n/a,16-11-2021
Mazda,Mazda3 2.0 Skyactiv G MHEV GT Sport Tech 5dr,2019,Hatchback,5,5,White,2.0,"3518,4","3,386",Petrol,44.8,Manual,121,1,16-11-2021
Volkswagen,Transporter 2.0 BiTDI BMT Highline 204ps,2017,n/a,n/a,5,Black,n/a,3680,"78,834",n/a,42.8,Manual,201,1,16-11-2021
Volkswagen,Polo 1.0 EVO 80 SE 5dr,2019,Hatchback,5,5,White,1.0,"2239,84",8,Petrol,48.7,Manual,79,2,16-11-2021
Volvo,XC40 D3 R-Design Manual,2019,Hatchback,5,5,Silver,2.0,"4767,84","17,7",n/a,47.9,Manual,148,1,16-11-2021
Volvo,V90 D4 Inscription Automatic,2016,Estate,n/a,n/a,n/a,n/a,"3647,84","74,589",n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,V90 T5 AWD Cross Country Automatic,2019,Estate,5,5,Blue,2.0,"5567,84","11,34",Petrol,30.4,Automatic,246,1,16-11-2021
Volvo,V90 D4 R-Design Automatic,2018,Estate,5,5,Grey,2.0,"4127,84","42,53",n/a,62.8,Automatic,188,2,16-11-2021
Volvo,V40 D4 R-Design Nav Plus,2017,Hatchback,5,5,Grey,2.0,"2687,84","51,08",n/a,74.3,Manual,188,1,16-11-2021
Volvo,XC40 T4 AWD Momentum Automatic,2019,Hatchback,5,5,Black,2.0,"5247,84","11,001",Petrol,32.8,Automatic,188,1,16-11-2021
Volvo,V40 T3 R-Design Automatic,2018,Hatchback,5,5,Black,1.5,"3487,84","26,308",Petrol,37.2,Automatic,150,2,16-11-2021
Volvo,XC40 T4 AWD R-Design Automatic,2018,Hatchback,5,5,Blue,2.0,"5567,84","13,538",Petrol,32.8,Automatic,188,2,16-11-2021
Volvo,XC60 D4 R-Design Nav Automatic,2016,Estate,5,5,Grey,2.0,"3116,32","73,628",n/a,60.1,Automatic,188,3,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 Titanium X 5dr,2020,Hatchback,5,5,Black,1.0,"2879,84","7,214",Petrol,54.3,Manual,94,1,16-11-2021
Skoda,Karoq 1.5 TSI SE L 5dr,2018,Hatchback,5,5,Grey,1.5,"2239,84","102,042",Petrol,51.4,Manual,148,1,16-11-2021
Ford,Kuga 1.5 TDCi Titanium X 5dr 2WD,2018,Hatchback,5,5,White,1.5,"3599,84","22,646",n/a,46.3,Manual,118,2,16-11-2021
Skoda,Octavia 2.0 TDI CR SE Technology 5dr,2017,Estate,5,5,Grey,2.0,"1919,84","74,902",n/a,65.7,Manual,148,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Titanium 5dr,2018,Hatchback,5,5,Black,1.0,"2159,84","25,16",Petrol,49.6,Manual,123,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 ST-Line Edition 5dr,2020,Hatchback,5,5,Blue,1.0,"2879,84","5,542",Petrol,54.3,Manual,94,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line 5dr,2020,Hatchback,5,5,White,1.0,"2799,84","7,822",Petrol,47.9,Manual,123,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr,2019,Hatchback,5,5,Red,1.0,"2959,84","15,512",Petrol,49.6,Manual,123,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost ST-Line 5dr,2019,Hatchback,5,5,Grey,1.0,"2639,84","18,421",Petrol,47.9,Manual,99,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec Navigation 5dr,2018,Hatchback,5,5,Blue,1.0,"2079,84","19,465",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr,2019,Hatchback,5,5,White,1.0,"2959,84","11,747",Petrol,49.6,Manual,123,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Titanium X 5dr Auto,2020,Hatchback,5,5,Blue,1.0,"3279,84","3,485",Petrol,42.2,Automatic,99,1,16-11-2021
Ford,Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,2018,Hatchback,5,5,Red,1.0,"2479,84","14,639",Petrol,57.7,Manual,138,1,16-11-2021
Renault,Megane 2.0 T 16V Renaultsport Nav 275 3dr,2016,Coupe,3,5,Grey,2.0,"2479,84",47,Petrol,37.7,Manual,271,2,16-11-2021
Vauxhall,Corsa 1.4T [150] Black Edition 3dr,2017,Hatchback,3,5,Black,1.4,"1759,84","24,489",Petrol,49.6,Manual,148,2,16-11-2021
Hyundai,Tucson 1.6 GDI BLUE DRIVE SE 5DR 2WD,2018,Estate,5,5,Red,1.6,"2719,68","11,487",Petrol,44.8,Manual,130,1,16-11-2021
MG,MG3 1.5 VTi-TECH Exclusive 5dr [Navigation],2020,Hatchback,5,5,Red,1.5,"1919,84","1,13",Petrol,42.2,Manual,106,2,16-11-2021
Vauxhall,Mokka X 1.4T Active 5dr Auto,2018,Hatchback,5,5,Silver,1.4,"2239,84","36,438",Petrol,43.5,Automatic,138,2,16-11-2021
Hyundai,Kona 150KW PREMIUM SE 64KWH 5DR AUTO,2019,Hatchback,5,5,Grey,n/a,4560,"33,325",n/a,1,Manual,201,1,16-11-2021
Volkswagen,Passat 2.0 TDI R-LINE ESTATE [PANORAMIC ROOF],2017,Estate,5,5,Silver,2.0,3040,"40,498",n/a,67.3,Manual,148,2,16-11-2021
Hyundai,i30 1.0T GDI SE NAV 5DR,2017,Hatchback,5,5,Brown,1.0,1840,"40,755",Petrol,56.5,Manual,118,2,16-11-2021
Skoda,Fabia 1.0 TSI MONTE CARLO 5DR,2019,Estate,5,5,Red,1.0,2400,"14,353",Petrol,50.4,Manual,94,3,16-11-2021
Volkswagen,Tiguan 2.0 TDI 150 4MOTION R-LINE 5DR,2018,Estate,5,5,Black,2.0,4240,"42,706",n/a,50.4,Manual,148,2,16-11-2021
Hyundai,Tucson 1.6 GDI SE NAV 5DR 2WD,2020,Estate,5,5,Blue,1.6,3440,"4,65",Petrol,34.9,Manual,130,1,16-11-2021
Hyundai,i20 1.4 SE 5DR AUTO,2017,Hatchback,5,5,Blue,1.4,1920,"10,64",Petrol,45.6,Manual,99,1,16-11-2021
Volkswagen,Golf 1.4 TSI 150 GT EDITION 5DR DSG,2017,Hatchback,5,5,Red,1.4,2720,"38,904",Petrol,60.1,Manual,148,3,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S GT,2018,Hatchback,5,5,Red,2.0,"4559,2","20,621",n/a,57.7,Automatic,180,1,16-11-2021
Hyundai,i20 MPI SE,2019,Hatchback,5,5,Blue,1.2,"2079,84","5,364",Petrol,46.3,Manual,83,1,16-11-2021
Hyundai,i10 1.2 SE 5dr,2018,Hatchback,5,5,White,1.2,"1439,84","30,101",Petrol,57.7,Manual,86,1,16-11-2021
Volvo,XC60 T5 AWD Momentum Automatic,2017,Estate,5,5,Grey,2.0,"5247,84","23,451",Petrol,39.2,Automatic,251,1,16-11-2021
Volvo,V90 D4 Momentum Plus Automatic,2020,Estate,5,5,Blue,2.0,"5247,84","1,69",n/a,43.5,Automatic,188,2,16-11-2021
Volvo,V90 D4 Momentum Pro Automatic,2018,Estate,5,5,Grey,2.0,"3967,84","27,515",n/a,43.5,Automatic,188,1,16-11-2021
Volvo,S60 T5 R-Design Plus Automatic,2020,Saloon,4,5,Gold,2.0,"3967,84","16,388",Petrol,20,Automatic,246,1,16-11-2021
Volvo,S90 D4 R-Design Plus Automatic,2020,Saloon,4,5,Grey,2.0,"5087,84",15,n/a,43.5,Automatic,188,1,16-11-2021
Volvo,XC90 D5 PowerPulse AWD Momentum Automatic,2018,Estate,5,7,Blue,2.0,"5887,84","18,454",n/a,34,Automatic,231,1,16-11-2021
Mazda,Mazda6 2.5 GT Sport Nav+ 5dr Auto,2020,Estate,5,5,Grey,2.5,"4478,4","5,606",Petrol,37.2,Automatic,192,1,16-11-2021
Peugeot,208 PURETECH S/S SIGNATURE,2019,Hatchback,5,5,White,1.2,1672,"22,5",Petrol,51.4,Manual,82,1,16-11-2021
Volkswagen,Polo 1.0 TSI 115 SEL 5dr,2018,Hatchback,5,5,Silver,1.0,"2559,84","15,098",Petrol,60.1,Manual,113,1,16-11-2021
Nissan,Qashqai 1.5 dCi N-Connecta 5dr,2017,Hatchback,5,5,Black,1.5,"2799,84","40,24",n/a,74.3,Manual,108,2,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","31,956",Petrol,64.2,Manual,84,1,16-11-2021
BMW,5 Series 530e M Sport 4dr Auto,2018,Saloon,4,5,White,2.0,"4799,84","18,65",Hybrid,141.2,Automatic,248,1,16-11-2021
Kia,Picanto 1.0T GDi GT-line 5dr,2019,Hatchback,5,5,Red,1.0,"1839,84","8,839",Petrol,48.7,Manual,99,2,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S GT LINE,2018,Hatchback,5,5,Black,1.5,"3879,2","20,473",n/a,67.3,Manual,129,1,16-11-2021
Renault,Clio GT LINE TCE,2018,Hatchback,5,5,White,0.9,"1807,84","21,669",Petrol,56.5,Manual,88,3,16-11-2021
Volvo,S60 T4 SE Nav Automatic,2017,Saloon,4,5,Red,2.0,"2527,84","20,45",Petrol,48.7,Automatic,187,2,16-11-2021
Volvo,XC90 Recharge T8 Plug-in hybrid AWD Inscription Pro Automatic,2020,Estate,5,7,Black,2.0,"9919,84","1,134",Hybrid,100.9,Automatic,384,n/a,16-11-2021
Volvo,V90 D5 AWD Inscription Plus Automatic,2019,Estate,5,5,Grey,2.0,"5887,84","7,946",n/a,39.2,Automatic,231,2,16-11-2021
Volvo,V60 D4 Momentum Plus Automatic,2020,Estate,5,5,Black,2.0,"4607,84","3,34",n/a,46.3,Automatic,188,1,16-11-2021
Volvo,V40 T2 R-Design,2015,Hatchback,5,5,Black,1.6,"2367,84","15,656",Petrol,53.3,Manual,118,1,16-11-2021
Volvo,XC60 D4 SE Nav Manual,2017,Estate,5,5,Gold,2.0,"3647,84","19,878",n/a,62.8,Manual,188,2,16-11-2021
Volvo,V90 D5 AWD R-Design Automatic,2020,Estate,5,5,White,2.0,"5567,84","9,854",n/a,42.2,Automatic,231,1,16-11-2021
Volkswagen,Transporter 2.0 TDI 150 HIGH ROOF HIGHLINE KOMBI VAN DSG,2019,n/a,n/a,5,Green,2.0,"6377,92","6,002",n/a,47.1,Manual,148,2,16-11-2021
Skoda,Karoq 2.0 TDI SE L 4x4 5dr,2018,Hatchback,5,5,Blue,2.0,"3039,84","48,444",n/a,56.5,Manual,148,1,16-11-2021
BMW,2 Series 218i Luxury 5dr,2018,Estate,5,7,Blue,1.5,"3679,84","7,563",Petrol,51.4,Manual,138,1,16-11-2021
BMW,5 Series 520d M Sport 5dr Auto,2019,Saloon,5,5,Grey,2.0,"4799,84","34,015",n/a,62.8,Automatic,188,2,16-11-2021
Kia,Sportage 1.7 CRDi ISG 3 5dr DCT Auto [Panoramic Roof],2017,Estate,5,5,Silver,1.7,"3359,84",30,n/a,57.7,Automatic,139,3,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr,2017,Hatchback,5,5,Blue,1.0,"2159,84","28,736",Petrol,60.1,Manual,123,2,16-11-2021
BMW,2 Series 216d Luxury 5dr,2016,Hatchback,5,5,Blue,1.5,"2239,84",42,n/a,74.3,Manual,114,2,16-11-2021
Peugeot,Expert BLUEHDI PROFESSIONAL L1,2021,n/a,n/a,5,White,2.0,"3519,2",205,n/a,40.4,Manual,121,n/a,16-11-2021
Peugeot,Expert BLUEHDI PROFESSIONAL L2,2021,n/a,n/a,5,White,2.0,"3663,2",267,n/a,40.4,Manual,121,n/a,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S ALLURE,2019,Hatchback,5,5,White,1.5,3704,"18,889",n/a,47.1,Manual,180,2,16-11-2021
Peugeot,208 PURETECH ACTIVE S/S,2020,Hatchback,5,5,Grey,1.2,"2415,2","5,357",Petrol,53.3,Manual,74,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost Titanium 5dr,2020,Hatchback,5,5,Silver,1.0,"3519,84","4,274",Petrol,48.7,Manual,123,1,16-11-2021
Volvo,XC90 D5 AWD,2013,Estate,5,7,Grey,2.4,"2927,84","50,656",n/a,34.5,Automatic,200,2,16-11-2021
Vauxhall,Astra 1.6 CDTi 16V ecoTEC Design 5dr,2017,Estate,5,5,Silver,1.6,"1439,84","58,819",n/a,83.1,Manual,108,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","22,113",Petrol,48.7,Manual,84,1,16-11-2021
Volvo,XC40 T5 AWD R-Design Pro Automatic,2020,Hatchback,5,5,Black,2.0,"6207,84","6,415",Petrol,31,Automatic,244,1,16-11-2021
Vauxhall,Grandland X 1.2 Turbo SRi Nav 5dr,2020,Hatchback,5,5,Black,1.2,"3679,84","16,006",Petrol,45.6,Manual,128,1,16-11-2021
Vauxhall,Corsa 1.4 Sport 3dr [AC],2019,Hatchback,3,5,White,1.4,"1759,84","18,766",Petrol,43.5,Manual,89,1,16-11-2021
Vauxhall,Grandland X 1.2 Turbo Elite Nav 5dr,2020,Hatchback,5,5,Red,1.2,"3839,84","18,029",Petrol,45.6,Manual,128,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr,2018,Hatchback,5,5,Blue,1.0,"2879,84","16,029",Petrol,43.5,Manual,123,1,16-11-2021
Ford,Fiesta 1.5 EcoBoost ST-3 3dr,2019,Hatchback,3,5,Blue,1.5,"3119,84","27,432",Petrol,47.1,Manual,197,1,16-11-2021
Hyundai,Bayon 1.0 TGDI 48V MHEV SE CONNECT 5DR,2021,Hatchback,5,5,Grey,1.0,3200,"2,1",Hybrid,53.3,Manual,99,n/a,16-11-2021
Toyota,AYGO 1.0 VVT-I X-PRESSION 5DR,2016,Hatchback,5,4,Grey,1.0,1280,"22,974",Petrol,68.9,Manual,69,2,16-11-2021
